"","country","year","sex","sui_rate_1e5","population","gdp_per_capita"
"958","Colombia",1993,"male",5.82526869135439,14952100,1845
"959","Colombia",1994,"female",1.71681517972108,15610300,2646
"960","Colombia",1994,"male",6.09264755016607,15264300,2646
"961","Colombia",1995,"female",1.55690858799128,16763990,2796
"962","Colombia",1995,"male",5.44499880534644,16326909,2796
"963","Colombia",1996,"female",1.51042969265917,17081232,2883
"964","Colombia",1996,"male",5.72119411849213,16622404,2883
"965","Colombia",1997,"female",1.61417319894604,17408293,3106
"966","Colombia",1997,"male",5.67613587098149,16930532,3106
"967","Colombia",1998,"female",2.81834583053636,17740903,2814
"968","Colombia",1998,"male",8.99911725153971,17246136,2814
"969","Colombia",1999,"female",2.72822622296891,18070349,2419
"970","Colombia",1999,"male",9.39685890912491,17559059,2419
"971","Colombia",2000,"female",2.95262119626399,18390439,2755
"972","Colombia",2000,"male",10.1612913248941,17861903,2755
"973","Colombia",2001,"female",2.97615644516333,18715414,2662
"974","Colombia",2001,"male",10.2096899699675,18169014,2662
"975","Colombia",2002,"female",2.96507691404258,19021429,2613
"976","Colombia",2002,"male",9.83374896048063,18456847,2613
"977","Colombia",2003,"female",2.98749575110277,19313835,2489
"978","Colombia",2003,"male",9.03330888502808,18730678,2489
"979","Colombia",2004,"female",2.55569111090842,19603308,3033
"980","Colombia",2004,"male",9.17300444261815,19001408,3033
"981","Colombia",2005,"female",2.33705934306317,19896799,3742
"982","Colombia",2005,"male",8.49242977961548,19275991,3742
"983","Colombia",2006,"female",2.28003227534384,20175153,4095
"984","Colombia",2006,"male",8.79001703891305,19533523,4095
"985","Colombia",2007,"female",2.21806695660157,20468273,5150
"986","Colombia",2007,"male",8.71916919191881,19806933,5150
"987","Colombia",2008,"female",2.15698394327671,20769742,5971
"988","Colombia",2008,"male",8.82057775082933,20089387,5971
"989","Colombia",2009,"female",2.12172522746959,21067761,5643
"990","Colombia",2009,"male",8.84703235578699,20368412,5643
"991","Colombia",2010,"female",1.85913593917694,21354006,6836
"992","Colombia",2010,"male",8.28685224983435,20635097,6836
"993","Colombia",2011,"female",1.76537508836696,21638461,7885
"994","Colombia",2011,"male",7.95221246627487,20899844,7885
"995","Colombia",2012,"female",1.7665360555943,21907280,8586
"996","Colombia",2012,"male",8.18967359705974,21148584,8586
"997","Colombia",2013,"female",1.82738997679756,22162757,8731
"998","Colombia",2013,"male",7.77700942982268,21383541,8731
"999","Colombia",2014,"female",1.65544430117092,22410902,8591
"1000","Colombia",2014,"male",8.12090270381175,21610898,8591
"1001","Colombia",2015,"female",2.12749748121071,22655726,6552
"1002","Colombia",2015,"male",8.47275169923325,21834701,6552
"1003","Costa Rica",1985,"female",1.44326177160382,1108600,2145
"1004","Costa Rica",1985,"male",9.93260021284143,1127600,2145
"1005","Costa Rica",1986,"female",1.14366147620304,1136700,2389
"1006","Costa Rica",1986,"male",10.2058467393185,1156200,2389
"1007","Costa Rica",1987,"female",1.84842883548983,1190200,2433
"1008","Costa Rica",1987,"male",8.01321767864519,1210500,2433
"1009","Costa Rica",1988,"female",1.3909343806251,1222200,2460
"1010","Costa Rica",1988,"male",9.73451327433628,1243000,2460
"1011","Costa Rica",1989,"female",2.44865718799368,1266000,2686
"1012","Costa Rica",1989,"male",10.5426356589147,1290000,2686
"1013","Costa Rica",1990,"female",1.38376383763838,1300800,2817
"1014","Costa Rica",1990,"male",10.4747550866616,1327000,2817
"1015","Costa Rica",1991,"female",1.41791044776119,1340000,2651
"1016","Costa Rica",1991,"male",7.77126099706745,1364000,2651
"1017","Costa Rica",1992,"female",1.67187613578542,1375700,3070
"1018","Costa Rica",1992,"male",8.98267626719897,1402700,3070
"1019","Costa Rica",1993,"female",1.91136910661192,1412600,3342
"1020","Costa Rica",1993,"male",9.50662688224273,1441100,3342
"1021","Costa Rica",1994,"female",2,1450000,3562
"1022","Costa Rica",1994,"male",8.9919545669664,1479100,3562
"1023","Costa Rica",1995,"female",2.32483048111075,1548500,3672
"1024","Costa Rica",1995,"male",10.9031322871368,1586700,3672
"1025","Costa Rica",1996,"female",1.50863979150598,1590837,3639
"1026","Costa Rica",1996,"male",11.5508841421346,1601609,3639
"1027","Costa Rica",1997,"female",1.71256126993758,1634978,3827
"1028","Costa Rica",1997,"male",9.66811607333418,1644581,3827
"1029","Costa Rica",1998,"female",1.37014863134066,1678650,4046
"1030","Costa Rica",1998,"male",11.8548304877789,1687076,4046
"1031","Costa Rica",1999,"female",1.3361978316414,1721302,4115
"1032","Costa Rica",1999,"male",12.148411942236,1728621,4115
"1033","Costa Rica",2000,"female",1.58863084984942,1762524,4233
"1034","Costa Rica",2000,"male",11.9283372632776,1768897,4233
"1035","Costa Rica",2001,"female",1.55501302878773,1800628,4412
"1036","Costa Rica",2001,"male",9.41191060678034,1806222,4412
"1037","Costa Rica",2002,"female",2.12223877689393,1837682,4485
"1038","Costa Rica",2002,"male",12.8073631484406,1842690,4485
"1039","Costa Rica",2003,"female",2.82867313881313,1873670,4583
"1040","Costa Rica",2003,"male",13.9495187149831,1878201,4583
"1041","Costa Rica",2004,"female",2.3056035598519,1908394,4850
"1042","Costa Rica",2004,"male",14.6930947160808,1912463,4850
"1043","Costa Rica",2005,"female",2.11146908809255,1941776,5133
"1044","Costa Rica",2005,"male",11.874653013386,1945320,5133
"1045","Costa Rica",2006,"female",2.78418139498625,1975446,5716
"1046","Costa Rica",2006,"male",14.9105116579984,1978470,5716
"1047","Costa Rica",2007,"female",2.19295294570896,2006427,6661
"1048","Costa Rica",2007,"male",11.2504194016967,2008814,6661
"1049","Costa Rica",2008,"female",1.67038326944117,2035461,7517
"1050","Costa Rica",2008,"male",11.1432919346129,2037100,7517
"1051","Costa Rica",2009,"female",2.03506711360617,2063814,7403
"1052","Costa Rica",2009,"male",11.4305364844804,2064645,7403
"1053","Costa Rica",2010,"female",2.05511434321652,2092341,8906
"1054","Costa Rica",2010,"male",12.8087359402616,2092322,8906
"1055","Costa Rica",2011,"female",2.50202049957324,2118288,9978
"1056","Costa Rica",2011,"male",12.4219143350781,2117226,9978
"1057","Costa Rica",2012,"female",1.95700004939095,2146142,10832
"1058","Costa Rica",2012,"male",12.1264810631006,2144068,10832
"1059","Costa Rica",2013,"female",1.79298309170971,2175146,11443
"1060","Costa Rica",2013,"male",12.5225417260758,2172083,11443
"1061","Costa Rica",2014,"female",2.04188310627593,2203848,11485
"1062","Costa Rica",2014,"male",10.1371653939903,2199826,11485
"1063","Croatia",1995,"female",10.3983156447385,2327300,4978
"1064","Croatia",1995,"male",31.6575273028893,2170100,4978
"1065","Croatia",1996,"female",11.9480283481737,2201200,5610
"1066","Croatia",1996,"male",36.541889483066,2019600,5610
"1067","Croatia",1997,"female",11.3408045720409,2239700,5546
"1068","Croatia",1997,"male",33.6674126690668,2055400,5546
"1069","Croatia",1998,"female",12.8815711888239,2204700,6015
"1070","Croatia",1998,"male",36.8228548833531,2023200,6015
"1071","Croatia",1999,"female",12.2207798021398,2233900,5459
"1072","Croatia",1999,"male",34.9285330991756,2049900,5459
"1073","Croatia",2000,"female",10.8974060448004,2147300,5288
"1074","Croatia",2000,"male",35.1144263459684,1970700,5288
"1075","Croatia",2001,"female",10.3438003398283,2175216,5571
"1076","Croatia",2001,"male",32.7114011699312,2005417,5571
"1077","Croatia",2002,"female",10.4807473228526,2194500,6373
"1078","Croatia",2002,"male",31.8370575439984,2022800,6373
"1079","Croatia",2003,"female",8.7779142220403,2198700,8202
"1080","Croatia",2003,"male",33.1540776555331,2026900,8202
"1081","Croatia",2004,"female",10.2708598436648,2200400,9829
"1082","Croatia",2004,"male",31.785925487877,2029200,9829
"1083","Croatia",2005,"female",10.1216963781575,2203188,10722
"1084","Croatia",2005,"male",32.0265736928509,2032687,10722
"1085","Croatia",2006,"female",10.1297332654989,2201440,11914
"1086","Croatia",2006,"male",28.1779350540397,2033506,11914
"1087","Croatia",2007,"female",9.00670999894922,2198361,14204
"1088","Croatia",2007,"male",28.3887676913191,2032494,14204
"1089","Croatia",2008,"female",8.38289033858221,2194947,16680
"1090","Croatia",2008,"male",29.9906039290153,2030636,16680
"1091","Croatia",2009,"female",7.85666878157227,2189223,14872
"1092","Croatia",2009,"male",30.4910088527536,2026827,14872
"1093","Croatia",2010,"female",8.79912155436482,2182036,14232
"1094","Croatia",2010,"male",28.8833375290008,2021927,14232
"1095","Croatia",2011,"female",8.37250469458299,2173782,14890
"1096","Croatia",2011,"male",25.8032886291358,2015247,14890
"1097","Croatia",2012,"female",8.55127200171025,2104950,13952
"1098","Croatia",2012,"male",30.5743567329761,1949346,13952
"1099","Croatia",2013,"female",6.95412941920635,2099472,14362
"1100","Croatia",2013,"male",28.0721959295316,1944985,14362
"1101","Croatia",2014,"female",8.89123013993171,2091949,14299
"1102","Croatia",2014,"male",27.6502022436901,1938503,14299
"1103","Croatia",2015,"female",9.48308064373269,2077384,12351
"1104","Croatia",2015,"male",28.1663059266169,1924285,12351
"1105","Croatia",2016,"female",9.01043440484204,1864505,12905
"1106","Croatia",2016,"male",30.2489577325146,1702538,12905
"1107","Cuba",1992,"female",19.5372542674541,4944400,2227
"1108","Cuba",1992,"male",26.8144512391374,4971200,2227
"1109","Cuba",1993,"female",19.3170888105162,4990400,2236
"1110","Cuba",1993,"male",28.1223822250588,5013800,2236
"1111","Cuba",1994,"female",16.6262762703111,5034200,2820
"1112","Cuba",1994,"male",28.5058653636921,5055100,2820
"1113","Cuba",1995,"female",16.0190731399748,5075200,2993
"1114","Cuba",1995,"male",27.6643367627425,5093200,2993
"1115","Cuba",1996,"female",12.9077681295471,5113200,2443
"1116","Cuba",1996,"male",26.4019967241245,5128400,2443
"1117","Cuba",1997,"female",12.2895223602771,5110044,2472
"1118","Cuba",1997,"male",27.2015172272393,5150448,2472
"1119","Cuba",1998,"female",12.7483445642032,5137922,2497
"1120","Cuba",1998,"male",27.0983525130095,5170056,2497
"1121","Cuba",1999,"female",11.3118359380902,5162734,2741
"1122","Cuba",1999,"male",28.261303316462,5187305,2741
"1123","Cuba",2000,"female",10.3103551811366,5188958,2940
"1124","Cuba",2000,"male",25.1523976091014,5208251,2940
"1125","Cuba",2001,"female",8.62123257896588,5208072,3037
"1126","Cuba",2001,"male",23.0223548405123,5225356,3037
"1127","Cuba",2002,"female",8.77425057577435,5231216,3205
"1128","Cuba",2002,"male",21.8551163932618,5248199,3205
"1129","Cuba",2003,"female",7.09576447540709,5256657,3409
"1130","Cuba",2003,"male",21.3483310098538,5274417,3409
"1131","Cuba",2004,"female",7.02639006047998,5280094,3611
"1132","Cuba",2004,"male",21.5905803166757,5298607,3611
"1133","Cuba",2005,"female",6.62386129974124,5299024,4017
"1134","Cuba",2005,"male",19.6713345025804,5317382,4017
"1135","Cuba",2006,"female",5.13257748452942,5318965,4951
"1136","Cuba",2006,"male",20.6760564330747,5334673,4951
"1137","Cuba",2007,"female",4.98836361045006,5332410,5488
"1138","Cuba",2007,"male",19.4739125335111,5345613,5488
"1139","Cuba",2008,"female",5.80359148706735,5341520,5686
"1140","Cuba",2008,"male",19.9353772419826,5352294,5686
"1141","Cuba",2009,"female",6.28043370133061,5349949,5797
"1142","Cuba",2009,"male",21.2941426550791,5358281,5797
"1143","Cuba",2010,"female",6.13791770488892,5360124,5997
"1144","Cuba",2010,"male",22.9046443685885,5365724,5997
"1145","Cuba",2011,"female",5.86270003206804,5372951,6419
"1146","Cuba",2011,"male",22.5856977464348,5375083,6419
"1147","Cuba",2012,"female",5.49605416732737,5385682,6791
"1148","Cuba",2012,"male",22.2661602832984,5384853,6791
"1149","Cuba",2013,"female",5.52045988024307,5398101,7148
"1150","Cuba",2013,"male",22.2630491405369,5394589,7148
"1151","Cuba",2014,"female",5.67499541563888,5409696,7459
"1152","Cuba",2014,"male",21.2076321567662,5403715,7459
"1153","Cuba",2015,"female",5.53486540867786,5420186,8044
"1154","Cuba",2015,"male",22.3766889226336,5411882,8044
"1155","Cyprus",1999,"female",0,425837,12389
"1156","Cyprus",1999,"male",0.232074560914931,430896,12389
"1157","Cyprus",2000,"female",0,434793,11635
"1158","Cyprus",2000,"male",1.58933420519667,440436,11635
"1159","Cyprus",2004,"female",0.56668461167937,352930,25227
"1160","Cyprus",2004,"male",1.48066547028897,337686,25227
"1161","Cyprus",2005,"female",1.39475460687447,358486,26671
"1162","Cyprus",2005,"male",3.50081831628143,342777,26671
"1163","Cyprus",2006,"female",1.91910164110606,364754,28600
"1164","Cyprus",2006,"male",3.44162995594714,348672,28600
"1165","Cyprus",2007,"female",1.07388892766821,372478,33048
"1166","Cyprus",2007,"male",4.21244186830222,356088,33048
"1167","Cyprus",2008,"female",2.6158220613201,382289,37267
"1168","Cyprus",2008,"male",8.49908840422761,364745,37267
"1169","Cyprus",2009,"female",1.77890724269377,393500,33816
"1170","Cyprus",2009,"male",6.69032365109695,373674,33816
"1171","Cyprus",2010,"female",1.97660197413122,404735,32477
"1172","Cyprus",2010,"male",7.84629628660951,382346,32477
"1173","Cyprus",2011,"female",1.21230636436595,412437,34249
"1174","Cyprus",2011,"male",6.43694497441958,388383,34249
"1175","Cyprus",2012,"female",0.476493389845449,419733,30752
"1176","Cyprus",2012,"male",8.616931764038,394572,30752
"1177","Cyprus",2013,"female",1.19376472807233,418843,29624
"1178","Cyprus",2013,"male",10.1478284915507,394173,29624
"1179","Cyprus",2014,"female",3.13084776132343,415223,29024
"1180","Cyprus",2014,"male",7.95698096741488,389595,29024
"1181","Cyprus",2015,"female",2.19307864380017,410382,24718
"1182","Cyprus",2015,"male",8.03827254929924,385655,24718
"1183","Cyprus",2016,"female",1.35607562562549,368711,25098
"1184","Cyprus",2016,"male",9.04758152308738,342633,25098
"1185","Czech Republic",1990,"female",11.2417883029492,5008100,4168
"1186","Czech Republic",1990,"male",30.492472569533,4702800,4168
"1187","Czech Republic",1991,"female",10.2357630751357,4992300,3070
"1188","Czech Republic",1991,"male",29.7955167693361,4675200,3070
"1189","Czech Republic",1992,"female",10.1232394366197,4998400,3573
"1190","Czech Republic",1992,"male",31.7070566883741,4683500,3573
"1191","Czech Republic",1993,"female",10.083664463569,5008100,4186
"1192","Czech Republic",1993,"male",30.0726258173067,4695300,4186
"1193","Czech Republic",1994,"female",10.5848582705418,5016600,4891
"1194","Czech Republic",1994,"male",28.4888785026874,4707100,4891
"1195","Czech Republic",1995,"female",8.93496776247712,5025200,6134
"1196","Czech Republic",1995,"male",27.2085779068043,4719100,6134
"1197","Czech Republic",1996,"female",7.19338685319132,5032400,6861
"1198","Czech Republic",1996,"male",25.4887456409173,4731500,6861
"1199","Czech Republic",1997,"female",7.04155509273034,5041500,6314
"1200","Czech Republic",1997,"male",27.6279187389362,4745200,6314
"1201","Czech Republic",1998,"female",6.83073633357752,5050700,6779
"1202","Czech Republic",1998,"male",26.6520934925172,4757600,6779
"1203","Czech Republic",1999,"female",6.43003988009657,5054401,6606
"1204","Czech Republic",1999,"male",26.9685238500391,4764814,6606
"1205","Czech Republic",2000,"female",6.94634787349731,5053015,6278
"1206","Czech Republic",2000,"male",27.2304245659548,4766727,6278
"1207","Czech Republic",2001,"female",6.51122196241105,5052815,6863
"1208","Czech Republic",2001,"male",27.0413276748554,4785268,6863
"1209","Czech Republic",2002,"female",6.33676182702792,5018336,8399
"1210","Czech Republic",2002,"male",25.6858339457306,4734127,8399
"1211","Czech Republic",2003,"female",7.06119462647078,5013316,10220
"1212","Czech Republic",2003,"male",28.8264529271415,4735234,10220
"1213","Czech Republic",2004,"female",5.92625464497644,5011597,12226
"1214","Czech Republic",2004,"male",27.1591641059757,4735050,12226
"1215","Czech Republic",2005,"female",5.82462183343536,5013201,13961
"1216","Czech Republic",2005,"male",26.8082851710802,4748532,13961
"1217","Czech Republic",2006,"female",5.14228380383901,5017226,15896
"1218","Czech Republic",2006,"male",23.976017264412,4763093,15896
"1219","Czech Republic",2007,"female",4.57325741991133,5029238,19273
"1220","Czech Republic",2007,"male",23.9921972112673,4789057,19273
"1221","Czech Republic",2008,"female",5.06097686342796,5058312,23811
"1222","Czech Republic",2008,"male",23.1963351855975,4841282,23811
"1223","Czech Republic",2009,"female",4.61451359181314,5070957,20748
"1224","Czech Republic",2009,"male",25.275097863946,4866450,20748
"1225","Czech Republic",2010,"female",5.0615709580057,5077475,20862
"1226","Czech Republic",2010,"male",25.576246179484,4867798,20862
"1227","Czech Republic",2011,"female",5.00442783071109,5055523,23010
"1228","Czech Republic",2011,"male",27.5624923337309,4850795,23010
"1229","Czech Republic",2012,"female",5.49160968956997,5062268,20898
"1230","Czech Republic",2012,"male",28.3900438173582,4860859,20898
"1231","Czech Republic",2013,"female",5.58295191381816,5069003,21073
"1232","Czech Republic",2013,"male",26.5829761716693,4867777,21073
"1233","Czech Republic",2014,"female",5.76574846302463,5081734,20859
"1234","Czech Republic",2014,"male",24.5012028328799,4881393,20859
"1235","Czech Republic",2015,"female",4.98733237212647,5092903,18703
"1236","Czech Republic",2015,"male",23.1393454240668,4896422,18703
"1237","Czech Republic",2016,"female",5.63875512023006,4575478,19505
"1238","Czech Republic",2016,"male",24.3428353064809,4354464,19505
"1239","Denmark",1994,"female",12.8821225215039,2476300,32034
"1240","Denmark",1994,"male",28.3498707579421,2398600,32034
"1241","Denmark",1995,"female",12.0418848167539,2483000,37841
"1242","Denmark",1995,"male",25.9756452350276,2406100,37841
"1243","Denmark",1996,"female",10.4571497255499,2495900,38158
"1244","Denmark",1996,"male",26.0593045345668,2421400,38158
"1245","Denmark",1997,"female",10.2582525046901,2505300,35148
"1246","Denmark",1997,"male",23.0263157894737,2432000,35148
"1247","Denmark",1998,"female",8.58949377659363,2514700,35710
"1248","Denmark",1998,"male",22.4024245402793,2441700,35710
"1249","Denmark",1999,"female",7.88505726176132,2523761,35763
"1250","Denmark",1999,"male",22.9567381696344,2452439,35763
"1251","Denmark",2000,"female",7.69347612951079,2534615,32841
"1252","Denmark",2000,"male",21.6315374016587,2463995,32841
"1253","Denmark",2001,"female",8.6488084497286,2543703,32837
"1254","Denmark",2001,"male",20.4869344272629,2474748,32837
"1255","Denmark",2002,"female",7.24280222060401,2554260,35435
"1256","Denmark",2002,"male",20.2254799228939,2486962,35435
"1257","Denmark",2003,"female",5.97348242312558,2561320,43129
"1258","Denmark",2003,"male",19.2349075101494,2495463,43129
"1259","Denmark",2004,"female",7.47369027470483,2569012,49552
"1260","Denmark",2004,"male",18.7306677742655,2503915,49552
"1261","Denmark",2005,"female",6.75225734948287,2576916,51960
"1262","Denmark",2005,"male",18.1858988848104,2512936,51960
"1263","Denmark",2006,"female",6.88324926488445,2585988,55354
"1264","Denmark",2006,"male",18.6969790118488,2524472,55354
"1265","Denmark",2007,"female",6.9329937707051,2596281,62229
"1266","Denmark",2007,"male",15.8078148159828,2536720,62229
"1267","Denmark",2008,"female",7.08902163454446,2609669,68447
"1268","Denmark",2008,"male",16.3738181863764,2552856,68447
"1269","Denmark",2009,"female",5.52534399076925,2624271,61863
"1270","Denmark",2009,"male",18.5710131013241,2568519,61863
"1271","Denmark",2010,"female",5.99183214678624,2636923,61711
"1272","Denmark",2010,"male",15.692431443448,2580862,61711
"1273","Denmark",2011,"female",5.73677993032832,2649570,65598
"1274","Denmark",2011,"male",16.8428030741006,2594580,65598
"1275","Denmark",2012,"female",6.27425167338425,2661672,62071
"1276","Denmark",2012,"male",18.9354229249709,2608867,62071
"1277","Denmark",2013,"female",5.97976149721268,2675692,64831
"1278","Denmark",2013,"male",17.1493510304473,2624006,64831
"1279","Denmark",2014,"female",5.94051759729825,2693368,66114
"1280","Denmark",2014,"male",17.7262209737856,2645798,66114
"1281","Denmark",2015,"female",6.41616105596736,2711902,55972
"1282","Denmark",2015,"male",14.6004092607027,2671158,55972
"1283","Dominica",1985,"female",0,33000,1485
"1284","Dominica",1985,"male",0,33400,1485
"1285","Ecuador",1985,"female",2.9953493260464,3805900,2238
"1286","Ecuador",1985,"male",7.23566482533261,3855900,2238
"1287","Ecuador",1986,"female",3.34601925876734,3915100,1943
"1288","Ecuador",1986,"male",6.20241036760627,3966200,1943
"1289","Ecuador",1987,"female",3.14881138379444,4160300,1669
"1290","Ecuador",1987,"male",6.17180984153461,4196500,1669
"1291","Ecuador",1988,"female",3.31907533366057,4278300,1519
"1292","Ecuador",1988,"male",7.50886463185705,4314900,1519
"1293","Ecuador",1989,"female",3.83490096602091,4276512,1619
"1294","Ecuador",1989,"male",6.20626125756519,4302107,1619
"1295","Ecuador",1990,"female",3.48684331972097,4387923,1732
"1296","Ecuador",1990,"male",6.68477977616185,4413010,1732
"1297","Ecuador",1991,"female",4.17190914508973,4530300,1869
"1298","Ecuador",1991,"male",6.68654360503354,4561400,1869
"1299","Ecuador",1992,"female",3.72693525446734,4615052,1955
"1300","Ecuador",1992,"male",7.17965944266438,4638103,1955
"1301","Ecuador",1993,"female",4.69017882891305,4733295,1996
"1302","Ecuador",1993,"male",7.40244129149047,4755188,1996
"1303","Ecuador",1994,"female",3.52403152503804,4852397,2335
"1304","Ecuador",1994,"male",6.9979465849405,4872858,2335
"1305","Ecuador",1995,"female",3.62103750368893,4970951,2453
"1306","Ecuador",1995,"male",7.33523969398823,4989612,2453
"1307","Ecuador",1996,"female",3.87046325712254,5089830,2474
"1308","Ecuador",1996,"male",7.75555432824561,5106018,2474
"1309","Ecuador",1997,"female",3.62959955722726,5207186,2701
"1310","Ecuador",1997,"male",7.47042430286096,5220587,2701
"1311","Ecuador",1998,"female",3.25004269203478,5323007,2626
"1312","Ecuador",1998,"male",6.99361143907336,5333439,2626
"1313","Ecuador",1999,"female",3.49397849584961,5437927,1805
"1314","Ecuador",1999,"male",7.82317997207161,5445356,1805
"1315","Ecuador",2000,"female",2.93564948273136,5552434,1650
"1316","Ecuador",2000,"male",6.67632544405212,5556949,1650
"1317","Ecuador",2001,"female",3.26663165779261,5663326,2160
"1318","Ecuador",2001,"male",7.04324552753909,5665002,2160
"1319","Ecuador",2002,"female",3.11693870903672,5774897,2472
"1320","Ecuador",2002,"male",6.87580069738285,5773873,2472
"1321","Ecuador",2003,"female",3.77080567509651,5887336,2755
"1322","Ecuador",2003,"male",7.69928136641339,5883666,2755
"1323","Ecuador",2004,"female",3.93315765229153,6000268,3051
"1324","Ecuador",2004,"male",9.25943690945021,5993885,3051
"1325","Ecuador",2005,"female",4.25291496427388,6113454,3397
"1326","Ecuador",2005,"male",11.1890375609274,6104189,3397
"1327","Ecuador",2006,"female",4.78261720862707,6230898,3759
"1328","Ecuador",2006,"male",9.68082855027502,6218476,3759
"1329","Ecuador",2007,"female",4.31732870171151,6346517,4024
"1330","Ecuador",2007,"male",11.546656468963,6330837,4024
"1331","Ecuador",2008,"female",3.94670310221698,6461089,4787
"1332","Ecuador",2008,"male",10.4469136898654,6442094,4787
"1333","Ecuador",2009,"female",3.72554956037755,6576211,4762
"1334","Ecuador",2009,"male",10.9704834489125,6553950,4762
"1335","Ecuador",2010,"female",3.79508739384027,6692863,5206
"1336","Ecuador",2010,"male",9.86888185568575,6667422,5206
"1337","Ecuador",2011,"female",3.87882606153846,6806183,5836
"1338","Ecuador",2011,"male",9.6497608954506,6777370,5836
"1339","Ecuador",2012,"female",3.8273564708827,6923839,6364
"1340","Ecuador",2012,"male",10.31627583313,6892022,6364
"1341","Ecuador",2013,"female",2.64032849093303,7044578,6769
"1342","Ecuador",2013,"male",6.98997936529561,7010035,6769
"1343","Ecuador",2014,"female",2.3304103196709,7166120,7116
"1344","Ecuador",2014,"male",7.95340176251311,7129025,7116
"1345","Ecuador",2015,"female",3.6504374074868,7286798,6832
"1346","Ecuador",2015,"male",11.1352950770405,7247226,6832
"1347","El Salvador",1990,"female",8.43316885785636,2324156,1068
"1348","El Salvador",1990,"male",17.1515132665812,2186396,1068
"1349","El Salvador",1991,"female",6.52255214759265,2361039,1148
"1350","El Salvador",1991,"male",14.4407851093844,2215946,1148
"1351","El Salvador",1992,"female",6.23303934871099,2358400,1266
"1352","El Salvador",1992,"male",12.1798316317392,2233200,1266
"1353","El Salvador",1993,"female",6.30391506303915,2411200,1423
"1354","El Salvador",1993,"male",11.9136262099777,2283100,1423
"1355","El Salvador",1995,"female",8.05685426905586,2507182,1845
"1356","El Salvador",1995,"male",17.9459603342757,2329215,1845
"1357","El Salvador",1996,"female",6.61492847608585,2539710,1959
"1358","El Salvador",1996,"male",15.8117483840776,2352681,1959
"1359","El Salvador",1997,"female",7.69501918508192,2573093,2065
"1360","El Salvador",1997,"male",15.9497754616702,2376209,2065
"1361","El Salvador",1998,"female",6.40623837191014,2606834,2185
"1362","El Salvador",1998,"male",14.3779714474325,2399504,2185
"1363","El Salvador",1999,"female",6.40041447417755,2640454,2229
"1364","El Salvador",1999,"male",14.28391552674,2422305,2229
"1365","El Salvador",2000,"female",5.31111740299824,2673637,2303
"1366","El Salvador",2000,"male",13.0494258252637,2444552,2303
"1367","El Salvador",2001,"female",5.61396458917967,2707534,2373
"1368","El Salvador",2001,"male",14.6703626254275,2467560,2373
"1369","El Salvador",2002,"female",4.81591177249633,2740914,2421
"1370","El Salvador",2002,"male",12.2110715858005,2489544,2421
"1371","El Salvador",2003,"female",5.01207043581575,2773305,2507
"1372","El Salvador",2003,"male",15.4567078726033,2510237,2507
"1373","El Salvador",2004,"female",4.10129704410606,2803991,2573
"1374","El Salvador",2004,"male",13.7989442423806,2529179,2573
"1375","El Salvador",2005,"female",4.16570320070746,2832655,2733
"1376","El Salvador",2005,"male",13.235284876743,2546224,2733
"1377","El Salvador",2006,"female",4.1210182407443,2863370,2947
"1378","El Salvador",2006,"male",11.4200011381025,2565674,2947
"1379","El Salvador",2007,"female",3.87761687206496,2888372,3111
"1380","El Salvador",2007,"male",15.0805062553087,2579489,3111
"1381","El Salvador",2008,"female",3.98684889773939,2909566,3271
"1382","El Salvador",2008,"male",14.4417101301646,2589721,3271
"1383","El Salvador",2009,"female",3.8570304620074,2929715,3184
"1384","El Salvador",2009,"male",15.1200660204409,2599195,3184
"1385","El Salvador",2010,"female",3.21959683869481,2950680,3318
"1386","El Salvador",2010,"male",11.6485226876054,2609773,3318
"1387","El Salvador",2011,"female",3.9751438968403,2968446,3631
"1388","El Salvador",2011,"male",14.0218748889616,2617339,3631
"1389","El Salvador",2012,"female",3.87999963875865,2989691,3806
"1390","El Salvador",2012,"male",15.0620052549663,2629132,3806
"1391","El Salvador",2013,"female",3.25223649334569,3013311,3885
"1392","El Salvador",2013,"male",14.5994291093705,2643939,3885
"1393","El Salvador",2014,"female",3.5560999461646,3037035,3965
"1394","El Salvador",2014,"male",10.4539024267343,2659294,3965
"1395","Estonia",1995,"female",17.476669329128,732405,3224
"1396","Estonia",1995,"male",74.6500578297658,624246,3224
"1397","Estonia",1996,"female",15.4393742642173,725418,3536
"1398","Estonia",1996,"male",70.2028586993178,616784,3536
"1399","Estonia",1997,"female",12.6380463524654,720048,3806
"1400","Estonia",1997,"male",70.5186309895842,611186,3806
"1401","Estonia",1998,"female",11.3258042369694,715181,4250
"1402","Estonia",1998,"male",65.2885721916846,606538,4250
"1403","Estonia",1999,"female",13.0835730816035,710815,4361
"1404","Estonia",1999,"male",62.2527528167296,602383,4361
"1405","Estonia",2000,"female",12.2998651207973,715455,4262
"1406","Estonia",2000,"male",46.7093354021205,618720,4262
"1407","Estonia",2001,"female",12.0922384701912,711200,4711
"1408","Estonia",2001,"male",51.2686967985547,614410,4711
"1409","Estonia",2002,"female",10.186252802988,706835,5561
"1410","Estonia",2002,"male",49.0280476506711,609855,5561
"1411","Estonia",2003,"female",9.40090590547816,702060,7523
"1412","Estonia",2003,"male",45.612295488349,605100,7523
"1413","Estonia",2004,"female",8.46078283751712,697335,9293
"1414","Estonia",2004,"male",43.9769121211364,600315,9293
"1415","Estonia",2005,"female",7.65166170992984,692660,10870
