"","country","year","sex","sui_rate_1e5","population","gdp_per_capita"
"495","Barbados",1991,"female",3.2258064516129,124000,8469
"496","Barbados",1991,"male",11.5044247787611,113000,8469
"497","Barbados",1992,"female",2.38095238095238,126000,8129
"498","Barbados",1992,"male",9.64912280701754,114000,8129
"499","Barbados",1993,"female",0.801282051282051,124800,8540
"500","Barbados",1993,"male",13.0662020905923,114800,8540
"501","Barbados",1994,"female",3.19744204636291,125100,8953
"502","Barbados",1994,"male",8.68055555555556,115200,8953
"503","Barbados",1995,"female",3.98724082934609,125400,9378
"504","Barbados",1995,"male",10.3626943005181,115800,9378
"505","Barbados",2000,"female",1.52658937035821,131011,12430
"506","Barbados",2000,"male",6.65989577263116,120122,12430
"507","Barbados",2001,"female",0,131704,12348
"508","Barbados",2001,"male",1.6569733724379,120702,12348
"509","Barbados",2002,"female",0,132226,12511
"510","Barbados",2002,"male",0,121127,12511
"511","Barbados",2003,"female",0,132648,12887
"512","Barbados",2003,"male",0,121474,12887
"513","Barbados",2004,"female",0,133086,13786
"514","Barbados",2004,"male",2.46226577696797,121839,13786
"515","Barbados",2005,"female",0,133597,15230
"516","Barbados",2005,"male",0.817714977267524,122292,15230
"517","Barbados",2006,"female",0,134124,16531
"518","Barbados",2006,"male",7.33143802083758,122759,16531
"519","Barbados",2007,"female",0,134747,17528
"520","Barbados",2007,"male",0,123336,17528
"521","Barbados",2008,"female",0.738350672268287,135437,17760
"522","Barbados",2008,"male",0,123977,17760
"523","Barbados",2009,"female",0,136113,17007
"524","Barbados",2009,"male",4.0126800690181,124605,17007
"525","Barbados",2010,"female",0,136752,17034
"526","Barbados",2010,"male",2.39664469742361,125175,17034
"527","Barbados",2011,"female",0,137410,17708
"528","Barbados",2011,"male",0,125793,17708
"529","Barbados",2012,"female",0,137992,17620
"530","Barbados",2012,"male",0,126278,17620
"531","Barbados",2013,"female",0,138491,17395
"532","Barbados",2013,"male",0,126674,17395
"533","Belarus",1990,"female",8.6402097485401,5034600,2301
"534","Belarus",1990,"male",37.7211833020895,4374200,2301
"535","Belarus",1991,"female",8.72913992297818,5063500,1899
"536","Belarus",1991,"male",39.1370362816416,4412700,1899
"537","Belarus",1992,"female",9.20161321899839,5107800,1780
"538","Belarus",1992,"male",43.7812282942349,4463100,1780
"539","Belarus",1993,"female",10.2122196502558,5140900,1689
"540","Belarus",1993,"male",52.4421136838363,4500200,1689
"541","Belarus",1994,"female",11.0631042566795,5161300,1547
"542","Belarus",1994,"male",57.4722877620977,4492600,1547
"543","Belarus",1995,"female",9.91340237998804,5184900,1444
"544","Belarus",1995,"male",59.9059861429813,4488700,1444
"545","Belarus",1996,"female",10.5204339197287,5189900,1524
"546","Belarus",1996,"male",68.5443502636321,4494900,1524
"547","Belarus",1997,"female",10.8210104744301,5193600,1458
"548","Belarus",1997,"male",65.8886295431811,4498500,1458
"549","Belarus",1998,"female",10.5848617232155,5196100,1570
"550","Belarus",1998,"male",66.8193033543024,4498700,1570
"551","Belarus",1999,"female",10.3841548397228,5094300,1269
"552","Belarus",1999,"male",64.1768667904853,4468900,1269
"553","Belarus",2000,"female",9.93055103546151,5085317,1335
"554","Belarus",2000,"male",66.7988287549892,4458162,1335
"555","Belarus",2001,"female",9.66184717954907,5071494,1299
"556","Belarus",2001,"male",63.3260042056751,4442093,1299
"557","Belarus",2002,"female",10.1156770228632,5051565,1541
"558","Belarus",2002,"male",62.9291148793628,4417669,1541
"559","Belarus",2003,"female",10.7355843468023,5030001,1892
"560","Belarus",2003,"male",66.4132516757047,4390690,1892
"561","Belarus",2007,"female",9.20954440020318,4951385,4898
"562","Belarus",2007,"male",51.315247290343,4293071,4898
"563","Belarus",2008,"female",9.5471798927878,4933394,6601
"564","Belarus",2008,"male",51.1896023548621,4272352,6601
"565","Belarus",2009,"female",10.2716432676599,4916448,5366
"566","Belarus",2009,"male",52.6152333560831,4253521,5366
"567","Belarus",2010,"female",8.07438370713589,4830090,6371
"568","Belarus",2010,"male",49.8421744774823,4151103,6371
"569","Belarus",2011,"female",7.89217625721849,4814895,6902
"570","Belarus",2011,"male",43.3643683793414,4132425,6902
"571","Belarus",2013,"female",6.96263566195278,4797034,8477
"572","Belarus",2013,"male",38.1211152565663,4113206,8477
"573","Belarus",2014,"female",5.75715806652939,4794032,8849
"574","Belarus",2014,"male",35.6192460633439,4112945,8849
"575","Belgium",1985,"female",15.9463831754102,4759700,9356
"576","Belgium",1985,"male",33.7479766735404,4509900,9356
"577","Belgium",1986,"female",14.9757744824549,4767700,12992
"578","Belgium",1986,"male",32.9247245209541,4519400,12992
"579","Belgium",1987,"female",14.5714525327071,4769600,16165
"580","Belgium",1987,"male",34.124333768273,4521700,16165
"581","Belgium",1988,"female",13.444569899218,4782600,17509
"582","Belgium",1988,"male",29.8234399453347,4536700,17509
"583","Belgium",1989,"female",12.1333416723998,4796700,17659
"584","Belgium",1989,"male",29.3904448105437,4552500,17659
"585","Belgium",1990,"female",12.3179359134415,4806000,22032
"586","Belgium",1990,"male",28.5513947016675,4563700,22032
"587","Belgium",1991,"female",10.9379215873477,4818100,22523
"588","Belgium",1991,"male",27.9130719668014,4578500,22523
"589","Belgium",1992,"female",11.691187121071,4832700,25036
"590","Belgium",1992,"male",28.5720503111807,4595400,25036
"591","Belgium",1993,"female",12.1667044728105,4849300,23875
"592","Belgium",1993,"male",33.6396740072828,4613600,23875
"593","Belgium",1994,"female",12.0840954396926,4865900,25922
"594","Belgium",1994,"male",33.3153406023966,4631500,25922
"595","Belgium",1995,"female",12.3917006328984,4882300,30394
"596","Belgium",1995,"male",33.3706510506373,4644800,30394
"597","Belgium",1996,"female",11.3299018360974,4898542,29438
"598","Belgium",1996,"male",31.2942490056349,4659003,29438
"599","Belgium",1997,"female",12.1231088459575,4907982,26609
"600","Belgium",1997,"male",33.2245057613778,4668241,26609
"601","Belgium",1998,"female",11.2972142935519,4930419,27087
"602","Belgium",1998,"male",31.1688666087634,4690578,27087
"603","Belgium",1999,"female",10.0325958229206,4943885,26969
"604","Belgium",1999,"male",28.9304122615632,4704392,26969
"605","Belgium",2000,"female",12.447730125141,4956727,24592
"606","Belgium",2000,"male",32.3490269217675,4717298,24592
"607","Belgium",2001,"female",11.7203574970382,4974251,24494
"608","Belgium",2001,"male",33.4050986907397,4735804,24494
"609","Belgium",2002,"female",11.5863423638099,4997263,26526
"610","Belgium",2002,"male",31.4409467820495,4761307,26526
"611","Belgium",2003,"female",11.0374330357543,5019283,32538
"612","Belgium",2003,"male",32.1222929339942,4784839,32538
"613","Belgium",2004,"female",10.6512030504093,5041684,37661
"614","Belgium",2004,"male",30.1684983453099,4806338,37661
"615","Belgium",2005,"female",10.8899946792906,5068873,39124
"616","Belgium",2005,"male",30.5661610453834,4832141,39124
"617","Belgium",2006,"female",10.5894001281317,5099439,41135
"618","Belgium",2006,"male",28.6844449909454,4863263,41135
"619","Belgium",2007,"female",10.4639423653069,5131909,47040
"620","Belgium",2007,"male",26.9478112763116,4898357,47040
"621","Belgium",2008,"female",10.5884712260714,5165996,51345
"622","Belgium",2008,"male",29.4233628796313,4934854,51345
"623","Belgium",2009,"female",10.6500612859122,5201848,47630
"624","Belgium",2009,"male",29.3471732376308,4971518,47630
"625","Belgium",2010,"female",10.7839862210154,5220704,47355
"626","Belgium",2010,"male",29.0553970199583,4990467,47355
"627","Belgium",2011,"female",11.3559109030372,5283592,50893
"628","Belgium",2011,"male",29.3402351241261,5071534,50893
"629","Belgium",2012,"female",10.1601510237902,5324724,47678
"630","Belgium",2012,"male",29.0157335617077,5117913,47678
"631","Belgium",2013,"female",9.92034633197059,5362716,49489
"632","Belgium",2013,"male",26.3971663813591,5163433,49489
"633","Belgium",2014,"female",10.4096947844089,5389207,50173
"634","Belgium",2014,"male",25.7821302090068,5189641,50173
"635","Belgium",2015,"female",10.2007100581219,5411388,42830
"636","Belgium",2015,"male",25.2255528904072,5212968,42830
"637","Belize",1986,"female",1.35869565217391,73600,1552
"638","Belize",1986,"male",2.73224043715847,73200,1552
"639","Belize",1987,"female",0,71508,1920
"640","Belize",1987,"male",5.51260318904095,72561,1920
"641","Belize",1989,"female",0,75955,2372
"642","Belize",1989,"male",1.29646195532392,77133,2372
"643","Belize",1990,"female",1.27877237851662,78200,2614
"644","Belize",1990,"male",2.5062656641604,79800,2614
"645","Belize",1991,"female",0,80300,2742
"646","Belize",1991,"male",2.44200244200244,81900,2742
"647","Belize",1993,"female",0,84600,3278
"648","Belize",1993,"male",1.16009280742459,86200,3278
"649","Belize",1994,"female",1.17799505242078,84890,3399
"650","Belize",1994,"male",8.14104949758095,85984,3399
"651","Belize",1995,"female",1.11856823266219,89400,3436
"652","Belize",1995,"male",14.2700329308452,91100,3436
"653","Belize",1996,"female",0,89902,3545
"654","Belize",1996,"male",8.78889084197574,91024,3545
"655","Belize",1997,"female",0,93242,3487
"656","Belize",1997,"male",1.05923226845183,94408,3487
"657","Belize",1998,"female",1.03152335368873,96944,3531
"658","Belize",1998,"male",11.2057373375168,98164,3531
"659","Belize",1999,"female",0,100715,3615
"660","Belize",1999,"male",17.6498274239096,101984,3615
"661","Belize",2000,"female",3.831160745927,104407,3960
"662","Belize",2000,"male",13.2447825017502,105702,3960
"663","Belize",2001,"female",1.85183470523421,108001,4013
"664","Belize",2001,"male",15.5566536722854,109278,4013
"665","Belize",2002,"female",4.48659853019032,111443,4161
"666","Belize",2002,"male",7.98629906027881,112693,4161
"667","Belize",2003,"female",3.48292496038173,114846,4289
"668","Belize",2003,"male",6.8939367825997,116044,4289
"669","Belize",2004,"female",0.844994254039072,118344,4449
"670","Belize",2004,"male",15.9066364161511,119447,4449
"671","Belize",2005,"female",0.819403474270731,122040,4547
"672","Belize",2005,"male",8.94454382826476,122980,4547
"673","Belize",2006,"female",1.58663419355351,126053,4815
"674","Belize",2006,"male",7.09930347944752,126773,4815
"675","Belize",2007,"female",1.53697185804528,130126,4951
"676","Belize",2007,"male",4.59625711462299,130541,4951
"677","Belize",2008,"female",0.745078754824385,134214,5098
"678","Belize",2008,"male",7.44751364756876,134273,5098
"679","Belize",2009,"female",2.89351851851852,138240,4841
"680","Belize",2009,"male",7.97396139152875,137949,4841
"681","Belize",2010,"female",1.4065192165688,142195,4923
"682","Belize",2010,"male",9.1807261248155,141601,4923
"683","Belize",2011,"female",3.41803217051879,146283,5098
"684","Belize",2011,"male",19.2600031641434,145379,5098
"685","Belize",2012,"female",1.33307560538296,150029,5264
"686","Belize",2012,"male",10.7442400800446,148917,5264
"687","Belize",2013,"female",0.651168848082308,153570,5272
"688","Belize",2013,"male",10.5043396052994,152318,5272
"689","Belize",2014,"female",3.81946654783882,157090,5448
"690","Belize",2014,"male",11.5614361872953,155690,5448
"691","Belize",2015,"female",2.48892428692319,160712,5561
"692","Belize",2015,"male",13.8257825707157,159123,5561
"693","Bosnia and Herzegovina",2011,"female",0,1882923,5076
"694","Bosnia and Herzegovina",2011,"male",0.279268918653991,1790389,5076
"695","Bosnia and Herzegovina",2014,"female",3.74820220158688,1867562,5079
"696","Bosnia and Herzegovina",2014,"male",13.6012004878521,1786607,5079
"697","Brazil",1985,"female",1.80687766116128,58996800,1898
"698","Brazil",1985,"male",5.40678258817655,58482100,1898
"699","Brazil",1986,"female",1.90749792142233,60498100,2257
"700","Brazil",1986,"male",5.3484744750619,58278300,2257
"701","Brazil",1987,"female",1.87372084920122,62069011,2394
"702","Brazil",1987,"male",5.77580310822153,60753456,2394
"703","Brazil",1988,"female",1.79243247911572,63544932,2628
"704","Brazil",1988,"male",5.35262987238539,62156362,2628
"705","Brazil",1989,"female",1.64724775353704,65017542,3310
"706","Brazil",1989,"male",5.33729719962149,63552766,3310
"707","Brazil",1990,"female",1.82650102839982,66465881,3516
"708","Brazil",1990,"male",5.52820019792466,64921672,3516
"709","Brazil",1991,"female",1.75849989687391,67955648,4490
"710","Brazil",1991,"male",5.97199881880769,66326202,4490
"711","Brazil",1992,"female",1.69254926262664,69362826,2924
"712","Brazil",1992,"male",5.9620784902533,67644195,2924
"713","Brazil",1993,"female",1.67862494850461,70712639,3136
"714","Brazil",1993,"male",6.27114952797735,68902838,3136
"715","Brazil",1994,"female",1.7919499721991,72044422,3925
"716","Brazil",1994,"male",6.56506352900064,70144028,3925
"717","Brazil",1995,"female",1.90908303416985,73386017,5313
"718","Brazil",1995,"male",7.19212112165044,71397574,5313
"719","Brazil",1996,"female",1.87114931224087,74713439,5771
"720","Brazil",1996,"male",7.29628654395019,72639691,5771
"721","Brazil",1997,"female",1.86339737607875,76043898,5891
"722","Brazil",1997,"male",7.408437083821,73888729,5891
"723","Brazil",1998,"female",1.8674294394371,77379095,5663
"724","Brazil",1998,"male",7.28855447032051,75145216,5663
"725","Brazil",1999,"female",1.55747868744132,78716968,3864
"726","Brazil",1999,"male",6.91184181999357,76405105,3864
"727","Brazil",2000,"female",1.72384896449829,80053417,4156
"728","Brazil",2000,"male",6.9312665325772,77662574,4156
"729","Brazil",2001,"female",1.91452582839209,81325620,3492
"730","Brazil",2001,"male",7.80310992165997,78853176,3492
"731","Brazil",2002,"female",2.04942757152983,82657227,3121
"732","Brazil",2002,"male",7.49399029541365,80104187,3121
"733","Brazil",2003,"female",1.91036832710724,84015212,3376
"734","Brazil",2003,"male",7.66019888574703,81381699,3376
"735","Brazil",2004,"female",1.9952192064042,85354030,3984
"736","Brazil",2004,"male",7.61383500132226,82639038,3984
"737","Brazil",2005,"female",2.08214697700075,86641338,5230
"738","Brazil",2005,"male",8.0209800690632,83842622,5230
"739","Brazil",2006,"female",2.04820934359894,87930465,6403
"740","Brazil",2006,"male",8.01582639495575,85044257,6403
"741","Brazil",2007,"female",2.09908650918896,89134011,7970
"742","Brazil",2007,"male",8.10592663363409,86159181,7970
"743","Brazil",2008,"female",2.12477849211915,90268233,9555
"744","Brazil",2008,"male",8.33224402181846,87203399,9555
"745","Brazil",2009,"female",2.05006358152347,91363020,9283
"746","Brazil",2009,"male",8.47216177223884,88206531,9283
"747","Brazil",2010,"female",2.24253763958255,92439920,12161
"748","Brazil",2010,"male",8.24758061998844,89189792,12161
"749","Brazil",2011,"female",2.2331235298804,93501321,14245
"750","Brazil",2011,"male",8.57854772973515,90155120,14245
"751","Brazil",2012,"female",2.3847480066194,94517324,13283
"752","Brazil",2012,"male",8.82909460846468,91073891,13283
"753","Brazil",2013,"female",2.32774888609415,95499992,13191
"754","Brazil",2013,"male",9.014900793681,91958860,13191
"755","Brazil",2014,"female",2.31490761212013,96461733,12975
"756","Brazil",2014,"male",9.04724661140592,92823821,12975
"757","Brazil",2015,"female",2.46073187278306,97410044,9431
"758","Brazil",2015,"male",9.35768242295356,93677041,9431
"759","Bulgaria",1985,"female",9.97400141810447,4231000,2044
"760","Bulgaria",1985,"male",24.8468100444551,4161500,2044
"761","Bulgaria",1986,"female",10.2347129316662,4230700,2413
"762","Bulgaria",1986,"male",23.4329936550663,4160800,2413
"763","Bulgaria",1987,"female",10.1102941176471,4243200,3355
"764","Bulgaria",1987,"male",25.7247955084459,4132200,3355
"765","Bulgaria",1988,"female",10.0369038384693,4254300,2688
"766","Bulgaria",1988,"male",24.7853947527506,4135500,2688
"767","Bulgaria",1989,"female",9.82438040751249,4264900,2617
"768","Bulgaria",1989,"male",25.1552569895851,4138300,2617
"769","Bulgaria",1990,"female",9.42447557353663,4276100,2451
"770","Bulgaria",1990,"male",22.209347238316,4142400,2451
"771","Bulgaria",1991,"female",8.93482013717165,4286600,1298
"772","Bulgaria",1991,"male",24.1478300726124,4145300,1298
"773","Bulgaria",1992,"female",10.0290378468071,4098100,1287
"774","Bulgaria",1992,"male",28.0975807678653,3943400,1287
